transaction_id,sender_account_id,receiver_account_id,amount_usd,transaction_type,transaction_date,status,source_system
TX00291,ACC0015,ACC0004,12078,Payment,2026-04-10 19:39:04,Pending,Manual Report
TX00292,ACC0072,ACC0016,4313,Refund,2026-05-20 09:06:16,Pending,Wallet Export
TX00293,ACC0079,ACC0037,11395,Withdrawal,2025-11-23 10:50:58,Completed,Bank Export
TX00294,ACC0018,ACC0010,7431,Payment,2025-10-11 11:33:54,Pending,Bank Export
TX00295,ACC0041,ACC0045,11650,Transfer,2025-09-24 05:05:51,Flagged,ERP
TX00296,ACC0039,ACC0021,11687,Payment,2026-04-12 08:27:57,Completed,Wallet Export
TX00297,ACC0016,ACC0026,13002,Payment,2026-04-02 13:40:11,Completed,Manual Report
TX00298,ACC0004,ACC0047,9102,Deposit,2026-05-02 01:49:54,Completed,Manual Report
TX00299,ACC0071,ACC0017,10051,Transfer,2025-08-25 01:51:22,Completed,ERP
TX00300,ACC0051,ACC0062,8637,Withdrawal,2025-08-23 06:18:38,Pending,Bank Export
TX00301,ACC0017,ACC0041,10549,Transfer,2025-06-06 21:04:51,Pending,Manual Report
TX00302,ACC0067,ACC0045,2127,Deposit,2026-02-09 00:28:03,Flagged,Wallet Export
TX00303,ACC0017,ACC0056,8263,Transfer,2025-08-11 16:36:45,Completed,Wallet Export
TX00304,ACC0039,ACC0022,2678,Refund,2025-10-30 10:29:04,Completed,ERP
TX00305,ACC0067,ACC0037,13884,Transfer,2025-10-03 04:08:08,Completed,Wallet Export
TX00306,ACC0082,ACC0071,4521,Payment,2025-09-13 21:16:52,Completed,Bank Export
TX00307,ACC0065,ACC0022,9721,Deposit,2026-04-29 08:51:57,Completed,Wallet Export
TX00308,ACC0080,ACC0078,5556,Deposit,2025-06-24 15:33:38,Completed,Bank Export
TX00309,ACC0011,ACC0006,10534,Deposit,2026-03-25 00:26:21,Completed,Wallet Export
TX00310,ACC0074,ACC0054,10152,Transfer,2025-09-14 02:08:45,Pending,ERP
TX00311,ACC0039,ACC0062,4037,Withdrawal,2025-10-12 01:25:53,Completed,Manual Report
TX00312,ACC0010,ACC0008,2614,Withdrawal,2026-02-01 19:33:20,Pending,Manual Report
TX00313,ACC0060,ACC0027,5598,Deposit,2025-12-12 12:31:03,Completed,ERP
TX00314,ACC0041,ACC0045,6557,Payment,2025-10-30 21:47:06,Completed,Bank Export
TX00315,ACC0041,ACC0031,7667,Transfer,2026-02-16 14:04:49,Completed,Manual Report
TX00316,ACC0032,ACC0019,1611,Transfer,2026-04-21 08:00:16,Completed,Manual Report
TX00317,ACC0079,ACC0054,4092,Payment,2025-12-22 22:24:19,Completed,ERP
TX00318,ACC0025,ACC0021,8188,Deposit,2025-10-04 07:03:10,Pending,Manual Report
TX00319,ACC0040,ACC0064,404,Transfer,2026-05-28 10:50:13,Pending,Manual Report
TX00320,ACC0031,ACC0028,9582,Refund,2025-06-08 09:46:05,Completed,Bank Export
TX00321,ACC0037,ACC0064,9814,Withdrawal,2025-07-12 11:34:31,Completed,Bank Export
TX00322,ACC0014,ACC0056,2219,Refund,2026-05-04 07:06:10,Completed,Manual Report
TX00323,ACC0047,ACC0006,6588,Transfer,2025-09-07 03:12:52,Flagged,Wallet Export
TX00324,ACC0047,ACC0071,4753,Transfer,2025-08-06 00:53:06,Pending,Manual Report
TX00325,ACC0071,ACC0036,13546,Deposit,2026-01-09 04:00:03,Flagged,Bank Export
TX00326,ACC0017,ACC0013,6478,Refund,2025-09-08 18:50:18,Completed,ERP
TX00327,ACC0019,ACC0026,9895,Deposit,2025-06-12 13:05:43,Pending,Bank Export
TX00328,ACC0006,ACC0005,2270,Refund,2025-07-09 18:53:50,Pending,Manual Report
TX00329,ACC0020,ACC0078,14658,Deposit,2026-01-15 08:57:34,Completed,ERP
TX00330,ACC0079,ACC0041,2687,Withdrawal,2025-11-13 10:56:25,Flagged,ERP
TX00331,ACC0076,ACC0044,8336,Deposit,2025-10-09 22:32:59,Flagged,Manual Report
TX00332,ACC0073,ACC0039,7805,Transfer,2026-03-07 15:02:40,Completed,ERP
TX00333,ACC0015,ACC0054,9588,Refund,2026-03-30 02:33:15,Completed,Manual Report
TX00334,ACC0034,ACC0075,9488,Payment,2025-09-27 12:11:49,Completed,Manual Report
TX00335,ACC0022,ACC0068,10330,Deposit,2025-11-14 03:59:53,Pending,Wallet Export
TX00336,ACC0032,ACC0005,9405,Transfer,2026-01-19 02:47:18,Completed,Bank Export
TX00337,ACC0057,ACC0041,6886,Payment,2025-12-13 07:19:15,Pending,Wallet Export
TX00338,ACC0053,ACC0065,12722,Deposit,2025-07-12 14:24:33,Pending,Bank Export
TX00339,ACC0018,ACC0067,3422,Deposit,2025-10-25 06:47:38,Completed,Manual Report
TX00340,ACC0068,ACC0049,5165,Payment,2026-05-13 00:30:15,Pending,ERP
TX00341,ACC0070,ACC0046,11098,Refund,2026-01-07 14:42:09,Flagged,Manual Report
TX00342,ACC0025,ACC0032,4596,Deposit,2025-08-10 12:10:30,Completed,Wallet Export
TX00343,ACC0039,ACC0037,11574,Payment,2025-09-04 14:41:54,Pending,ERP
TX00344,ACC0062,ACC0045,9208,Refund,2025-06-14 22:13:29,Completed,Bank Export
TX00345,ACC0074,ACC0070,6245,Withdrawal,2026-02-27 22:52:12,Completed,Wallet Export
TX00346,ACC0038,ACC0006,4737,Transfer,2025-11-14 00:51:47,Completed,Manual Report
TX00347,ACC0033,ACC0062,3530,Payment,2025-05-29 08:16:34,Flagged,ERP
TX00348,ACC0072,ACC0035,2274,Transfer,2025-12-16 14:31:16,Flagged,Wallet Export
TX00349,ACC0032,ACC0007,10999,Deposit,2026-05-23 03:29:53,Completed,Wallet Export
TX00350,ACC0007,ACC0013,6796,Refund,2026-04-06 21:44:19,Pending,Bank Export
TX00351,ACC0018,ACC0001,9041,Payment,2025-12-23 19:14:55,Pending,Manual Report
TX00352,ACC0062,ACC0026,12409,Refund,2026-02-19 10:29:06,Completed,ERP
TX00353,ACC0008,ACC0012,10712,Deposit,2026-03-04 02:05:09,Completed,Bank Export
TX00354,ACC0023,ACC0054,14479,Payment,2026-03-12 19:59:18,Completed,Manual Report
TX00355,ACC0064,ACC0024,12296,Refund,2026-03-10 22:12:06,Completed,Bank Export
TX00356,ACC0039,ACC0073,9900,Transfer,2026-02-13 03:13:23,Completed,ERP
TX00357,ACC0059,ACC0070,8615,Withdrawal,2025-08-13 05:00:46,Completed,Manual Report
TX00358,ACC0035,ACC0025,13276,Transfer,2025-10-17 03:18:09,Completed,Wallet Export
TX00359,ACC0059,ACC0033,11798,Payment,2025-11-12 04:29:44,Completed,ERP
TX00360,ACC0038,ACC0073,11074,Payment,2025-06-24 20:42:56,Completed,Manual Report
TX00361,ACC0055,ACC0066,5397,Transfer,2026-02-10 15:39:23,Pending,Bank Export
TX00362,ACC0024,ACC0018,7847,Refund,2026-05-21 06:43:08,Completed,Bank Export
TX00363,ACC0034,ACC0050,3883,Withdrawal,2025-10-03 22:11:59,Completed,ERP
TX00364,ACC0039,ACC0075,11868,Deposit,2026-01-25 16:44:30,Completed,ERP
TX00365,ACC0047,ACC0031,1042,Transfer,2025-09-27 14:25:06,Pending,ERP
TX00366,ACC0021,ACC0052,11265,Deposit,2026-02-10 07:43:54,Completed,Bank Export
TX00367,ACC0082,ACC0038,6046,Deposit,2026-04-23 00:35:16,Completed,Wallet Export
TX00368,ACC0018,ACC0062,2534,Withdrawal,2025-07-16 02:06:16,Flagged,ERP
TX00369,ACC0054,ACC0071,14980,Withdrawal,2026-03-04 05:06:30,Flagged,Wallet Export
TX00370,ACC0032,ACC0077,14330,Transfer,2026-05-13 05:33:25,Flagged,Manual Report
TX00371,ACC0068,ACC0047,1304,Deposit,2025-09-22 07:43:08,Completed,Bank Export
TX00372,ACC0071,ACC0065,3337,Deposit,2025-12-11 15:14:12,Flagged,Wallet Export
TX00373,ACC0022,ACC0042,14024,Deposit,2025-09-25 19:15:16,Pending,Bank Export
TX00374,ACC0027,ACC0075,8033,Transfer,2026-02-11 16:24:17,Flagged,Manual Report
TX00375,ACC0008,ACC0059,2186,Deposit,2025-11-03 07:00:37,Pending,Manual Report
TX00376,ACC0073,ACC0008,9180,Withdrawal,2025-10-02 08:45:27,Completed,Bank Export
TX00377,ACC0051,ACC0033,13401,Transfer,2025-10-31 23:09:21,Completed,Bank Export
TX00378,ACC0006,ACC0055,5669,Transfer,2026-02-23 10:57:57,Flagged,Bank Export
TX00379,ACC0009,ACC0061,544,Refund,2025-09-20 12:13:07,Pending,Wallet Export
TX00380,ACC0018,ACC0054,6160,Withdrawal,2025-12-30 00:00:40,Pending,Manual Report
TX00381,ACC0049,ACC0011,11210,Deposit,2025-07-17 02:55:14,Completed,ERP
TX00382,ACC0016,ACC0023,8827,Withdrawal,2025-08-11 04:35:30,Flagged,Wallet Export
TX00383,ACC0029,ACC0001,12414,Transfer,2025-11-07 23:21:22,Completed,Manual Report
TX00384,ACC0070,ACC0055,8740,Withdrawal,2026-02-10 22:06:14,Completed,Wallet Export
TX00385,ACC0059,ACC0045,2566,Refund,2025-10-22 22:24:09,Completed,Bank Export
TX00386,ACC0005,ACC0054,10099,Transfer,2026-02-15 17:34:23,Completed,Wallet Export
TX00387,ACC0009,ACC0013,9756,Transfer,2026-03-15 05:37:55,Pending,Bank Export
TX00388,ACC0032,ACC0006,6615,Withdrawal,2026-05-14 07:16:12,Completed,Wallet Export
TX00389,ACC0008,ACC0018,8280,Refund,2025-08-04 06:33:53,Completed,ERP
TX00390,ACC0074,ACC0077,12682,Refund,2026-01-22 17:31:38,Completed,ERP
TX00391,ACC0019,ACC0067,3646,Withdrawal,2026-01-04 16:57:28,Completed,ERP
TX00392,ACC0008,ACC0072,9718,Payment,2025-09-22 13:34:07,Pending,Manual Report
TX00393,ACC0007,ACC0045,10565,Withdrawal,2025-11-02 09:24:26,Flagged,ERP
TX00394,ACC0054,ACC0053,2469,Refund,2025-12-27 11:39:26,Pending,Wallet Export
TX00395,ACC0069,ACC0061,3973,Payment,2026-04-17 11:23:39,Completed,Wallet Export
TX00396,ACC0060,ACC0008,9239,Withdrawal,2025-05-28 20:17:46,Pending,Wallet Export
TX00397,ACC0050,ACC0032,4202,Payment,2025-09-23 16:49:56,Completed,Bank Export
TX00398,ACC0058,ACC0048,1539,Deposit,2025-09-17 02:44:31,Completed,Bank Export
TX00399,ACC0035,ACC0049,11062,Deposit,2025-08-18 07:33:25,Flagged,Bank Export
TX00400,ACC0010,ACC0025,13208,Deposit,2025-11-11 15:21:37,Flagged,Wallet Export
TX00401,ACC0062,ACC0027,14270,Refund,2026-03-29 20:18:56,Completed,Bank Export
TX00402,ACC0028,ACC0025,12173,Transfer,2026-01-08 22:21:44,Pending,Wallet Export
TX00403,ACC0078,ACC0027,6523,Payment,2026-01-19 07:00:29,Flagged,ERP
TX00404,ACC0037,ACC0049,7664,Deposit,2026-02-06 22:48:40,Completed,ERP
TX00405,ACC0034,ACC0047,8426,Withdrawal,2025-09-30 20:05:34,Pending,Bank Export
TX00406,ACC0061,ACC0041,3353,Refund,2025-11-25 06:30:59,Completed,Manual Report
TX00407,ACC0006,ACC0073,14182,Payment,2025-11-16 06:15:23,Completed,Bank Export
TX00408,ACC0034,ACC0071,9593,Deposit,2025-11-16 09:44:25,Pending,ERP
TX00409,ACC0020,ACC0026,5429,Payment,2026-02-15 01:48:53,Pending,Wallet Export
TX00410,ACC0064,ACC0071,10750,Refund,2025-08-19 16:21:14,Completed,Manual Report
TX00411,ACC0063,ACC0059,2781,Refund,2025-12-13 04:59:58,Completed,Wallet Export
TX00412,ACC0070,ACC0063,3040,Deposit,2025-11-28 10:55:38,Completed,Bank Export
TX00413,ACC0010,ACC0007,12547,Transfer,2026-04-01 22:39:45,Pending,Wallet Export
TX00414,ACC0081,ACC0030,1138,Payment,2026-05-13 16:07:35,Completed,Wallet Export
TX00415,ACC0065,ACC0059,6139,Transfer,2026-04-02 20:00:03,Flagged,Manual Report
TX00416,ACC0063,ACC0003,133,Deposit,2026-03-10 12:10:13,Flagged,Manual Report
TX00417,ACC0002,ACC0003,8698,Refund,2025-08-02 14:09:03,Flagged,ERP
TX00418,ACC0003,ACC0065,13347,Withdrawal,2026-02-08 13:26:47,Completed,Bank Export
TX00419,ACC0013,ACC0068,2464,Payment,2025-06-30 14:51:51,Completed,ERP
TX00420,ACC0046,ACC0035,13049,Withdrawal,2025-09-15 21:35:36,Completed,ERP
TX00421,ACC0052,ACC0059,9281,Payment,2025-12-14 20:52:24,Completed,ERP
TX00422,ACC0011,ACC0005,1556,Withdrawal,2026-02-10 12:04:43,Pending,Manual Report
TX00423,ACC0071,ACC0061,944,Transfer,2026-01-29 11:56:55,Completed,Bank Export
TX00424,ACC0064,ACC0056,10591,Refund,2026-01-24 04:26:29,Flagged,Bank Export
TX00425,ACC0068,ACC0006,3789,Payment,2025-10-05 20:41:36,Flagged,Manual Report
TX00426,ACC0035,ACC0006,1243,Refund,2025-07-03 22:56:39,Flagged,Bank Export
TX00427,ACC0023,ACC0041,281,Payment,2026-04-11 12:46:19,Flagged,Wallet Export
TX00428,ACC0051,ACC0010,4928,Payment,2026-03-16 09:37:38,Flagged,Wallet Export
TX00429,ACC0073,ACC0050,11117,Deposit,2025-08-27 21:38:47,Completed,Manual Report
TX00430,ACC0018,ACC0011,8229,Refund,2026-02-13 23:25:21,Completed,Bank Export
TX00431,ACC0056,ACC0030,13765,Transfer,2025-09-26 05:49:53,Completed,Manual Report
TX00432,ACC0042,ACC0004,10414,Refund,2025-08-23 22:18:54,Pending,Manual Report
TX00433,ACC0030,ACC0046,9085,Withdrawal,2026-04-06 22:13:24,Pending,Wallet Export
TX00434,ACC0075,ACC0049,1429,Deposit,2025-08-14 00:32:16,Completed,Wallet Export
TX00435,ACC0010,ACC0011,4415,Payment,2025-07-24 21:57:03,Pending,Wallet Export
TX00436,ACC0050,ACC0041,5934,Transfer,2025-06-07 04:10:25,Completed,Bank Export
TX00437,ACC0040,ACC0057,5921,Refund,2025-06-15 15:15:20,Completed,Wallet Export
TX00438,ACC0012,ACC0024,7086,Withdrawal,2025-08-31 18:36:37,Flagged,Manual Report
TX00439,ACC0014,ACC0004,1493,Refund,2025-11-29 05:06:15,Flagged,Bank Export
TX00440,ACC0077,ACC0042,14176,Withdrawal,2026-01-21 01:59:55,Completed,ERP
TX00441,ACC0053,ACC0050,12790,Transfer,2026-04-23 16:38:30,Flagged,Wallet Export
TX00442,ACC0074,ACC0067,2803,Withdrawal,2026-03-23 03:21:08,Completed,Wallet Export
TX00443,ACC0035,ACC0039,4422,Withdrawal,2025-06-25 23:19:14,Completed,Bank Export
TX00444,ACC0022,ACC0056,4546,Withdrawal,2025-11-21 13:17:55,Completed,Manual Report
TX00445,ACC0010,ACC0047,4148,Payment,2025-11-05 15:22:57,Pending,Wallet Export
TX00446,ACC0059,ACC0014,2244,Refund,2026-05-07 19:54:25,Completed,Manual Report
TX00447,ACC0043,ACC0080,6249,Refund,2026-01-28 06:21:04,Pending,ERP
TX00448,ACC0056,ACC0077,2255,Refund,2026-01-07 06:09:15,Completed,Wallet Export
TX00449,ACC0062,ACC0041,2935,Withdrawal,2025-08-12 04:46:48,Completed,ERP
TX00450,ACC0082,ACC0063,9460,Payment,2026-03-03 15:58:54,Completed,Manual Report
TX00451,ACC0036,ACC0051,6005,Transfer,2026-02-23 03:00:16,Flagged,Wallet Export
TX00452,ACC0076,ACC0070,2972,Deposit,2025-10-24 19:27:04,Completed,Manual Report
TX00453,ACC0027,ACC0057,13094,Refund,2025-12-06 16:26:30,Completed,Manual Report
TX00454,ACC0064,ACC0018,10401,Refund,2025-10-30 21:32:49,Completed,ERP
TX00455,ACC0020,ACC0055,12953,Withdrawal,2025-08-31 10:36:44,Completed,Manual Report
TX00456,ACC0077,ACC0062,9564,Withdrawal,2025-07-24 23:58:37,Flagged,Manual Report
TX00457,ACC0070,ACC0005,12980,Refund,2026-02-07 11:24:58,Flagged,Bank Export
TX00458,ACC0014,ACC0032,10799,Refund,2026-02-19 17:37:04,Completed,Bank Export
TX00459,ACC0073,ACC0052,12356,Refund,2025-05-30 20:11:38,Pending,Bank Export
TX00460,ACC0002,ACC0013,4264,Payment,2026-05-10 08:42:18,Flagged,Wallet Export
TX00461,ACC0058,ACC0048,6433,Withdrawal,2026-03-16 08:00:31,Flagged,Wallet Export
TX00462,ACC0045,ACC0004,7934,Transfer,2026-04-27 20:23:59,Completed,Manual Report
TX00463,ACC0011,ACC0015,13645,Payment,2026-03-23 17:51:47,Completed,ERP
TX00464,ACC0044,ACC0059,12874,Payment,2026-05-07 13:38:47,Flagged,Manual Report
TX00465,ACC0045,ACC0061,1624,Withdrawal,2025-07-09 01:58:41,Pending,ERP
TX00466,ACC0009,ACC0039,757,Transfer,2026-03-26 23:54:59,Completed,ERP
TX00467,ACC0014,ACC0022,12157,Payment,2025-11-09 19:09:44,Flagged,Wallet Export
TX00468,ACC0071,ACC0021,5447,Deposit,2025-08-21 16:15:35,Pending,Manual Report
TX00469,ACC0030,ACC0052,10342,Payment,2025-08-04 23:53:42,Completed,Manual Report
TX00470,ACC0051,ACC0004,12106,Deposit,2026-04-05 23:21:34,Completed,Manual Report
TX00471,ACC0076,ACC0055,6395,Transfer,2026-02-22 22:52:49,Completed,Wallet Export
TX00472,ACC0036,ACC0009,9484,Transfer,2025-12-15 20:13:43,Flagged,Wallet Export
TX00473,ACC0047,ACC0042,3253,Withdrawal,2025-11-25 02:25:52,Completed,ERP
TX00474,ACC0063,ACC0068,10496,Refund,2025-06-17 04:34:54,Flagged,Manual Report
TX00475,ACC0079,ACC0051,9642,Transfer,2025-12-31 03:54:39,Completed,ERP
TX00476,ACC0059,ACC0080,2851,Refund,2025-09-02 11:12:31,Flagged,Bank Export
TX00477,ACC0018,ACC0041,1956,Payment,2026-05-19 23:57:10,Completed,Bank Export
TX00478,ACC0024,ACC0048,11386,Payment,2026-04-23 03:34:49,Flagged,Manual Report
TX00479,ACC0054,ACC0077,2283,Deposit,2025-07-14 19:39:23,Pending,Manual Report
TX00480,ACC0024,ACC0063,10437,Deposit,2025-11-21 23:02:42,Completed,Wallet Export
TX00481,ACC0063,ACC0037,2323,Payment,2025-07-19 11:19:22,Completed,Manual Report
TX00482,ACC0080,ACC0007,14205,Refund,2026-04-04 22:15:23,Completed,Manual Report
TX00483,ACC0018,ACC0025,13381,Withdrawal,2025-11-25 03:18:04,Flagged,Manual Report
TX00484,ACC0053,ACC0063,6834,Withdrawal,2026-02-11 22:47:16,Pending,Wallet Export
TX00485,ACC0011,ACC0073,530,Payment,2025-12-20 23:01:13,Completed,Bank Export
TX00486,ACC0036,ACC0029,8833,Refund,2025-12-31 18:04:25,Completed,Manual Report
TX00487,ACC0073,ACC0064,9031,Deposit,2026-01-14 22:31:49,Completed,Bank Export
TX00488,ACC0035,ACC0070,13513,Refund,2025-09-28 21:56:37,Flagged,Bank Export
TX00489,ACC0057,ACC0070,3605,Withdrawal,2026-03-17 23:57:10,Completed,Wallet Export
TX00490,ACC0039,ACC0005,7393,Refund,2026-05-09 21:12:15,Completed,Bank Export
TX00491,ACC0057,ACC0016,12732,Payment,2025-11-16 13:35:44,Completed,ERP
TX00492,ACC0079,ACC0081,7040,Payment,2026-01-21 14:50:45,Flagged,Wallet Export
TX00493,ACC0027,ACC0008,9365,Refund,2026-04-10 04:55:25,Flagged,ERP
TX00494,ACC0077,ACC0069,2783,Refund,2026-03-04 00:37:54,Completed,ERP
TX00495,ACC0074,ACC0035,14082,Deposit,2026-05-10 02:44:39,Completed,Wallet Export
TX00496,ACC0053,ACC0008,4568,Payment,2025-12-10 17:23:09,Completed,Wallet Export
TX00497,ACC0019,ACC0042,13598,Payment,2025-11-10 10:01:28,Pending,Manual Report
TX00498,ACC0019,ACC0074,10386,Refund,2026-04-16 05:58:41,Pending,Manual Report
TX00499,ACC0058,ACC0010,10406,Transfer,2026-05-15 21:00:40,Pending,ERP
TX00500,ACC0048,ACC0059,8021,Refund,2025-12-27 11:02:57,Flagged,Bank Export
